date,week,sku,product_category,gender,marketplace,fulfillment,color,size,list_price,discount_pct,promo_type,ad_spend,impressions,clicks,cvr,units_sold,revenue,rating,reviews,competitor_price_index,stock_on_hand,stockout_flag,holiday_flag
2024-02-12,7,LE-OUT-M-PARKA,Outerwear,Men,Walmart,FBA,Black,XL,190.83,0.182,LightningDeal,11.89,6541,68,0.0382,18,2810.4,4.18,126,0.769,205,0,0
2024-02-12,7,LE-OUT-W-DOWN,Outerwear,Women,Walmart,FBA,Black,S,236.29,0.068,None,14.07,6813,86,0.0315,11,2421.67,4.21,128,1.059,291,0,0
2024-02-12,7,LE-SWIM-M-TRUNK,Swimwear,Men,TargetPlus,Seller,Green,S,50.03,0.391,Coupon,20.11,2871,45,0.0373,15,456.85,4.11,315,0.6,438,0,0
2024-02-12,7,LE-SWIM-W-ONEPC,Swimwear,Women,Amazon,FBA,White,XL,89.82,0.436,LightningDeal,28.49,3363,65,0.0359,45,2279.25,4.01,768,0.6,364,0,0
2024-02-12,7,LE-UNIF-K-POLO,Uniforms,Kids,Amazon,FBA,Green,M,19.74,0.148,None,34.66,5129,41,0.0365,35,588.55,4.19,955,0.762,497,0,0
2024-02-12,7,LE-UNIF-K-SKIRT,Uniforms,Kids,Amazon,FBA,Green,XS,22.07,0.092,None,41.04,5598,39,0.0387,17,340.55,4.31,630,0.747,276,0,0
2024-02-13,7,LE-APP-M-OXFORD,Apparel,Men,Amazon,FBA,Khaki,L,68.02,0.136,None,78.64,6591,64,0.0376,15,881.92,4.24,673,0.788,376,0,0
2024-02-13,7,LE-APP-M-POLO,Apparel,Men,Amazon,Seller,Red,XS,40.75,0.207,None,26.04,4978,58,0.0374,26,839.66,4.21,791,0.841,614,0,0
2024-02-13,7,LE-APP-W-CARDI,Apparel,Women,Amazon,FBA,White,L,58.96,0.004,None,13.92,3748,27,0.0353,9,528.64,4.18,770,0.911,485,0,0
2024-02-13,7,LE-APP-W-CHINO,Apparel,Women,Amazon,FBA,Red,XL,76.31,0.252,None,35.59,5462,60,0.0374,23,1312.28,4.2,821,0.692,431,0,0
2024-02-13,7,LE-FOOT-M-BOOT,Footwear,Men,Walmart,FBA,Gray,L,119.21,0.313,None,15.89,3947,46,0.0379,14,1146.23,4.2,335,0.62,333,0,0
2024-02-13,7,LE-FOOT-W-SNEAK,Footwear,Women,Amazon,FBA,Red,XS,68.94,0.082,Coupon,28.75,4829,61,0.0334,7,442.9,4.27,640,1.008,381,0,0
2024-02-13,7,LE-HOME-BEDDNG,Home,Unisex,Amazon,Seller,Black,XL,158.74,0.192,DealOfDay,28.22,5230,54,0.0373,15,1922.87,4.09,693,0.841,376,0,0
2024-02-13,7,LE-HOME-BTOWEL,Home,Unisex,Amazon,FBA,Black,M,27.32,0.046,LightningDeal,21.9,4750,54,0.0375,24,625.42,4.19,682,0.868,337,0,0
2024-02-13,7,LE-OUT-M-PARKA,Outerwear,Men,Amazon,FBA,Blue,XS,194.92,0.174,None,44.25,9568,126,0.0354,14,2253.04,4.12,720,0.828,237,0,0
2024-02-13,7,LE-OUT-W-DOWN,Outerwear,Women,Amazon,FBA,Khaki,XS,230.67,0.068,Coupon,32.84,8462,127,0.0306,7,1505.13,4.12,846,0.963,221,0,0
2024-02-13,7,LE-SWIM-M-TRUNK,Swimwear,Men,TargetPlus,FBA,Navy,S,47.74,0.524,Clearance,28.03,3754,66,0.0405,27,614.06,4.15,26,0.6,356,0,0
2024-02-13,7,LE-SWIM-W-ONEPC,Swimwear,Women,TikTokShop,Seller,Green,L,88.42,0.338,None,7.68,1670,27,0.0364,25,1464.0,4.13,153,0.693,380,0,0
2024-02-13,7,LE-UNIF-K-POLO,Uniforms,Kids,Amazon,FBA,Blue,S,20.55,0.182,None,43.25,5848,60,0.0398,24,403.27,4.34,627,0.81,385,0,0
2024-02-13,7,LE-UNIF-K-SKIRT,Uniforms,Kids,Amazon,FBA,Black,XL,23.19,0.129,None,31.48,4981,36,0.0408,26,525.43,4.41,893,0.853,351,0,0
2024-02-14,7,LE-APP-M-OXFORD,Apparel,Men,Amazon,Seller,Navy,XS,73.25,0.049,None,23.8,4692,38,0.0316,7,487.66,4.23,653,1.008,389,0,0
2024-02-14,7,LE-APP-M-POLO,Apparel,Men,Amazon,FBA,Black,XL,39.21,0.226,None,78.95,6726,73,0.0385,40,1213.21,4.26,988,0.784,293,0,0
2024-02-14,7,LE-APP-W-CARDI,Apparel,Women,TargetPlus,FBA,Blue,L,54.03,0.217,Coupon,15.67,4423,66,0.0375,22,930.3,4.17,350,0.787,392,0,0
2024-02-14,7,LE-APP-W-CHINO,Apparel,Women,TargetPlus,Seller,Blue,S,81.26,0.158,None,17.33,3936,40,0.0373,21,1436.66,4.22,311,0.896,343,0,0
2024-02-14,7,LE-FOOT-M-BOOT,Footwear,Men,Walmart,FBA,Red,XS,132.41,0.15,None,12.95,3670,43,0.0354,8,900.66,4.13,313,0.872,371,0,0
2024-02-14,7,LE-FOOT-W-SNEAK,Footwear,Women,Walmart,Seller,Red,S,70.06,0.106,None,18.63,4648,49,0.0376,8,501.18,4.26,238,0.867,182,0,0
2024-02-14,7,LE-HOME-BEDDNG,Home,Unisex,Amazon,FBA,Red,XL,151.02,0.088,Coupon,59.67,6264,54,0.033,14,1928.15,4.25,664,1.01,399,0,0
2024-02-14,7,LE-HOME-BTOWEL,Home,Unisex,Amazon,Seller,Blue,XL,29.79,0.279,None,62.83,6224,55,0.0392,51,1094.87,4.28,1070,0.838,362,0,0
2024-02-14,7,LE-OUT-M-PARKA,Outerwear,Men,Amazon,FBA,Black,M,194.37,0.117,LightningDeal,26.23,8112,118,0.0318,12,2060.15,4.13,750,0.993,259,0,0
2024-02-14,7,LE-OUT-W-DOWN,Outerwear,Women,TikTokShop,FBA,Red,S,215.13,0.201,None,32.05,8658,109,0.0343,15,2578.85,4.06,220,0.769,326,0,0
2024-02-14,7,LE-SWIM-M-TRUNK,Swimwear,Men,Amazon,FBA,Red,XL,50.58,0.538,None,24.91,3212,56,0.0356,34,794.19,4.07,800,0.6,355,0,0
2024-02-14,7,LE-SWIM-W-ONEPC,Swimwear,Women,Amazon,FBA,Gray,L,87.36,0.387,Coupon,34.69,3698,51,0.0391,28,1499.32,4.2,790,0.617,415,0,0
2024-02-14,7,LE-UNIF-K-POLO,Uniforms,Kids,Amazon,Seller,Khaki,XS,18.84,0.143,None,80.47,6861,58,0.0355,30,484.52,4.14,595,0.837,236,0,0
2024-02-14,7,LE-UNIF-K-SKIRT,Uniforms,Kids,Amazon,FBA,Navy,XL,24.48,0.115,LightningDeal,38.51,5603,52,0.0411,25,541.65,4.34,736,0.843,447,0,0
2024-02-15,7,LE-APP-M-OXFORD,Apparel,Men,Walmart,Seller,Khaki,S,74.98,0.201,None,10.88,3843,35,0.0346,14,838.82,4.08,250,0.88,452,0,0
2024-02-15,7,LE-APP-M-POLO,Apparel,Men,Amazon,FBA,Gray,S,38.14,0.044,None,42.25,5861,57,0.0306,17,619.66,4.17,1167,1.002,389,0,0
2024-02-15,7,LE-APP-W-CARDI,Apparel,Women,TargetPlus,Seller,Gray,XS,60.68,0.085,None,9.29,3757,39,0.0304,7,388.54,4.14,238,1.053,369,0,0
2024-02-15,7,LE-APP-W-CHINO,Apparel,Women,Amazon,Seller,Gray,S,73.2,0.119,None,45.99,5925,67,0.0343,18,1160.39,4.09,719,0.882,264,0,0
2024-02-15,7,LE-FOOT-M-BOOT,Footwear,Men,Walmart,Seller,Black,XS,129.97,0.0,Coupon,24.87,4757,66,0.0329,8,1039.76,4.27,264,1.118,502,0,0
2024-02-15,7,LE-FOOT-W-SNEAK,Footwear,Women,TikTokShop,Seller,Black,S,67.52,0.038,None,14.11,3659,34,0.0315,7,454.72,4.23,317,0.953,379,0,0
2024-02-15,7,LE-HOME-BEDDNG,Home,Unisex,Amazon,FBA,Black,XS,151.11,0.1,None,58.05,6425,59,0.0388,5,680.0,4.32,784,0.915,522,0,0
2024-02-15,7,LE-HOME-BTOWEL,Home,Unisex,TikTokShop,FBA,White,XL,27.49,0.0,None,45.96,6132,43,0.034,18,494.82,4.38,278,0.979,382,0,0
2024-02-15,7,LE-OUT-M-PARKA,Outerwear,Men,Amazon,FBA,Khaki,S,187.58,0.2,None,12.68,6719,74,0.0357,26,3902.64,4.13,774,0.744,198,0,0
2024-02-15,7,LE-OUT-W-DOWN,Outerwear,Women,Walmart,FBA,Blue,XS,234.06,0.209,Clearance,5.5,4439,54,0.0407,18,3333.06,4.21,226,0.786,251,0,0
2024-02-15,7,LE-SWIM-M-TRUNK,Swimwear,Men,Amazon,FBA,Gray,M,41.45,0.334,None,70.4,4363,67,0.0342,19,524.19,4.02,764,0.645,433,0,0
2024-02-15,7,LE-SWIM-W-ONEPC,Swimwear,Women,Walmart,Seller,Black,XL,83.65,0.367,None,31.64,4094,78,0.0337,34,1799.99,3.99,153,0.6,435,0,0
2024-02-15,7,LE-UNIF-K-POLO,Uniforms,Kids,Amazon,FBA,Blue,M,18.34,0.17,None,52.16,5724,45,0.0353,59,898.29,4.12,602,0.791,359,0,0
2024-02-15,7,LE-UNIF-K-SKIRT,Uniforms,Kids,TargetPlus,FBA,Khaki,XL,23.57,0.252,None,19.52,4728,31,0.0349,18,317.21,4.08,327,0.744,437,0,0
2024-02-16,7,LE-APP-M-OXFORD,Apparel,Men,Amazon,FBA,White,S,66.33,0.237,None,35.24,5089,54,0.037,16,810.27,4.18,850,0.791,360,0,0
2024-02-16,7,LE-APP-M-POLO,Apparel,Men,TikTokShop,FBA,Blue,L,35.82,0.234,Clearance,11.08,3529,32,0.0411,31,850.3,4.22,237,0.71,305,0,0
2024-02-16,7,LE-APP-W-CARDI,Apparel,Women,Amazon,FBA,Black,M,58.66,0.222,DealOfDay,25.65,4838,52,0.0379,20,913.26,4.12,591,0.743,322,0,0
2024-02-16,7,LE-APP-W-CHINO,Apparel,Women,Amazon,FBA,Gray,XS,81.37,0.194,None,25.18,5023,39,0.0348,21,1377.13,4.09,673,0.86,322,0,0
2024-02-16,7,LE-FOOT-M-BOOT,Footwear,Men,Amazon,FBA,Red,M,112.8,0.288,LightningDeal,50.9,6268,76,0.0401,15,1204.04,4.23,613,0.629,543,0,0
2024-02-16,7,LE-FOOT-W-SNEAK,Footwear,Women,Amazon,FBA,White,L,70.19,0.086,Clearance,51.75,5982,78,0.0332,14,898.19,4.15,882,0.966,320,0,0
2024-02-16,7,LE-HOME-BEDDNG,Home,Unisex,TargetPlus,FBA,Gray,L,134.81,0.163,LightningDeal,14.11,3738,33,0.0388,7,789.91,4.21,526,0.8,387,0,0
2024-02-16,7,LE-HOME-BTOWEL,Home,Unisex,Amazon,FBA,White,XS,27.15,0.139,None,29.31,4860,47,0.0384,83,1939.18,4.28,809,0.765,371,0,0
2024-02-16,7,LE-OUT-M-PARKA,Outerwear,Men,Amazon,FBA,Gray,L,207.95,0.032,None,66.43,10838,126,0.0301,7,1408.75,4.15,976,1.098,114,0,0
2024-02-16,7,LE-OUT-W-DOWN,Outerwear,Women,TikTokShop,FBA,Green,XS,231.17,0.222,Coupon,15.87,6807,98,0.0382,24,4314.59,4.2,300,0.785,206,0,0
2024-02-16,7,LE-SWIM-M-TRUNK,Swimwear,Men,Amazon,FBA,Black,L,50.95,0.374,Coupon,92.45,4785,86,0.0381,24,765.19,4.15,579,0.668,455,0,0
2024-02-16,7,LE-SWIM-W-ONEPC,Swimwear,Women,TargetPlus,FBA,Navy,M,93.62,0.451,Coupon,16.18,2743,47,0.0338,29,1491.12,3.95,232,0.6,389,0,0
2024-02-16,7,LE-UNIF-K-POLO,Uniforms,Kids,TargetPlus,FBA,Khaki,M,20.17,0.26,None,17.08,4404,40,0.0388,18,268.5,4.26,112,0.865,434,0,0
2024-02-16,7,LE-UNIF-K-SKIRT,Uniforms,Kids,Walmart,FBA,Red,XL,23.47,0.159,None,15.89,4293,34,0.0411,27,533.17,4.41,271,0.805,343,0,0
2024-02-17,7,LE-APP-M-OXFORD,Apparel,Men,TikTokShop,FBA,Gray,XL,66.58,0.193,LightningDeal,24.03,4728,52,0.0399,9,483.59,4.25,258,0.749,274,0,0
2024-02-17,7,LE-APP-M-POLO,Apparel,Men,Amazon,FBA,Green,L,40.11,0.146,Coupon,52.02,5823,72,0.0368,33,1131.0,4.16,863,0.86,351,0,0
2024-02-17,7,LE-APP-W-CARDI,Apparel,Women,TikTokShop,Seller,Red,M,61.69,0.041,None,12.59,4111,45,0.0324,7,413.96,4.28,477,1.025,346,0,0
2024-02-17,7,LE-APP-W-CHINO,Apparel,Women,Amazon,FBA,Khaki,XL,79.12,0.144,None,60.35,6674,67,0.036,27,1829.39,4.16,757,0.785,480,0,0
2024-02-17,7,LE-FOOT-M-BOOT,Footwear,Men,Amazon,FBA,White,L,132.62,0.216,Coupon,34.05,5649,71,0.0388,12,1248.27,4.23,870,0.822,309,0,0
2024-02-17,7,LE-FOOT-W-SNEAK,Footwear,Women,Amazon,FBA,Khaki,M,75.15,0.091,Coupon,34.53,5676,63,0.034,8,546.55,4.3,758,1.035,352,0,0
2024-02-17,7,LE-HOME-BEDDNG,Home,Unisex,Amazon,Seller,Blue,XS,148.74,0.122,None,81.35,6496,62,0.0375,7,914.01,4.25,657,0.823,371,0,0
2024-02-17,7,LE-HOME-BTOWEL,Home,Unisex,Walmart,FBA,White,XS,30.15,0.108,None,7.14,3458,27,0.0325,28,753.24,4.26,230,0.959,379,0,0
2024-02-17,7,LE-OUT-M-PARKA,Outerwear,Men,Amazon,FBA,Red,L,180.72,0.187,None,132.99,12080,156,0.0358,18,2645.26,4.14,686,0.74,223,0,0
2024-02-17,7,LE-OUT-W-DOWN,Outerwear,Women,TargetPlus,Seller,Blue,XL,229.91,0.215,None,21.3,7886,87,0.0363,16,2887.43,4.15,273,0.743,292,0,0
2024-02-17,7,LE-SWIM-M-TRUNK,Swimwear,Men,TikTokShop,FBA,Red,XL,47.64,0.157,None,10.74,2677,37,0.0348,8,321.32,4.1,446,0.826,386,0,0
2024-02-17,7,LE-SWIM-W-ONEPC,Swimwear,Women,TargetPlus,FBA,White,M,83.66,0.344,Coupon,14.07,2834,56,0.0418,35,1921.69,4.34,200,0.603,338,0,0
2024-02-17,7,LE-UNIF-K-POLO,Uniforms,Kids,Walmart,FBA,Gray,L,18.34,0.072,LightningDeal,53.97,6267,63,0.033,27,459.54,4.21,154,0.986,262,0,0
2024-02-17,7,LE-UNIF-K-SKIRT,Uniforms,Kids,Amazon,FBA,Navy,XL,22.97,0.162,None,111.5,7242,61,0.0369,37,712.5,4.2,785,0.743,398,0,0
2024-02-18,7,LE-APP-M-OXFORD,Apparel,Men,Amazon,FBA,White,M,67.89,0.19,None,18.42,4691,33,0.0359,11,604.55,4.15,985,0.785,353,0,0
2024-02-18,7,LE-APP-M-POLO,Apparel,Men,TargetPlus,FBA,Red,M,37.11,0.288,None,36.32,5304,55,0.0395,28,739.54,4.29,200,0.663,403,0,0
2024-02-18,7,LE-APP-W-CARDI,Apparel,Women,Amazon,FBA,White,M,60.31,0.198,Coupon,19.79,4523,75,0.0367,24,1160.65,4.14,756,0.824,469,0,0
2024-02-18,7,LE-APP-W-CHINO,Apparel,Women,Amazon,FBA,Khaki,L,80.15,0.142,LightningDeal,47.92,5904,70,0.0397,24,1650.31,4.26,938,0.857,362,0,0
2024-02-18,7,LE-FOOT-M-BOOT,Footwear,Men,TikTokShop,FBA,Gray,L,123.74,0.024,LightningDeal,18.81,4342,58,0.0385,10,1207.15,4.24,108,0.889,412,0,0
2024-02-18,7,LE-FOOT-W-SNEAK,Footwear,Women,TargetPlus,FBA,Gray,M,76.28,0.003,None,15.32,4392,40,0.0304,8,608.24,4.17,216,1.066,457,0,0
2024-02-18,7,LE-HOME-BEDDNG,Home,Unisex,Amazon,FBA,Green,XS,154.44,0.067,LightningDeal,22.16,4130,45,0.038,4,576.55,4.2,833,0.931,373,0,0
2024-02-18,7,LE-HOME-BTOWEL,Home,Unisex,Amazon,FBA,Black,M,30.63,0.117,None,10.46,3787,42,0.0321,23,621.76,4.23,971,0.976,387,0,0
2024-02-18,7,LE-OUT-M-PARKA,Outerwear,Men,TargetPlus,Seller,Green,XL,189.45,0.113,LightningDeal,52.18,10371,129,0.0341,10,1680.21,4.0,95,0.879,311,0,0
2024-02-18,7,LE-OUT-W-DOWN,Outerwear,Women,TargetPlus,Seller,Black,XL,232.09,0.131,None,12.97,6840,89,0.0385,13,2620.9,4.29,279,0.837,356,0,0
2024-02-18,7,LE-SWIM-M-TRUNK,Swimwear,Men,Amazon,FBA,Black,XS,51.52,0.261,LightningDeal,24.89,2961,68,0.0377,19,723.48,4.13,874,0.733,483,0,0
2024-02-18,7,LE-SWIM-W-ONEPC,Swimwear,Women,Amazon,Seller,Red,XS,93.58,0.374,Coupon,43.42,4432,89,0.0386,29,1698.49,4.18,943,0.662,268,0,0
2024-02-18,7,LE-UNIF-K-POLO,Uniforms,Kids,Walmart,FBA,Khaki,L,17.89,0.204,None,11.32,3795,27,0.0365,40,569.85,4.17,266,0.81,363,0,0
2024-02-18,7,LE-UNIF-K-SKIRT,Uniforms,Kids,Amazon,FBA,Khaki,L,25.84,0.255,Coupon,23.72,4642,50,0.0366,27,519.56,4.12,760,0.799,258,0,0
2024-02-19,8,LE-APP-M-OXFORD,Apparel,Men,Amazon,FBA,Blue,XL,66.16,0.092,Coupon,15.85,3911,40,0.0382,23,1381.05,4.24,824,0.818,483,0,0
2024-02-19,8,LE-APP-M-POLO,Apparel,Men,Amazon,FBA,Green,XL,37.68,0.194,None,44.69,5500,59,0.0358,40,1215.06,4.14,921,0.766,446,0,0
2024-02-19,8,LE-APP-W-CARDI,Apparel,Women,Amazon,FBA,Black,S,62.95,0.103,Coupon,20.34,4413,48,0.0295,14,790.52,4.05,748,1.089,381,0,0
2024-02-19,8,LE-APP-W-CHINO,Apparel,Women,TikTokShop,Seller,Gray,L,81.84,0.271,None,33.49,5559,38,0.0388,16,954.08,4.26,263,0.728,547,0,0
2024-02-19,8,LE-FOOT-M-BOOT,Footwear,Men,Walmart,FBA,Red,XS,119.55,0.045,None,15.6,4129,57,0.0362,5,570.83,4.21,280,0.857,373,0,0
2024-02-19,8,LE-FOOT-W-SNEAK,Footwear,Women,Amazon,FBA,Gray,XL,70.44,0.073,None,30.58,5627,59,0.0319,10,653.13,4.24,785,1.003,309,0,0
2024-02-19,8,LE-HOME-BEDDNG,Home,Unisex,Amazon,Seller,Khaki,M,160.14,0.147,None,70.72,6874,60,0.0352,7,955.89,4.12,639,0.894,383,0,0
2024-02-19,8,LE-HOME-BTOWEL,Home,Unisex,Amazon,Seller,Red,M,28.16,0.205,Clearance,22.12,4878,52,0.041,38,851.23,4.23,866,0.768,428,0,0
2024-02-19,8,LE-OUT-M-PARKA,Outerwear,Men,Walmart,Seller,Blue,XL,186.21,0.226,Coupon,12.37,6292,77,0.0369,17,2448.63,4.14,155,0.741,397,0,0
2024-02-19,8,LE-OUT-W-DOWN,Outerwear,Women,TikTokShop,Seller,Khaki,XL,206.48,0.158,LightningDeal,32.86,8679,118,0.0388,17,2955.33,4.21,205,0.691,250,0,0
2024-02-19,8,LE-SWIM-M-TRUNK,Swimwear,Men,Walmart,Seller,Green,XL,46.92,0.363,None,42.55,4444,72,0.037,19,567.87,4.15,174,0.608,265,0,0
2024-02-19,8,LE-SWIM-W-ONEPC,Swimwear,Women,TargetPlus,Seller,Black,S,89.86,0.434,DealOfDay,6.92,2525,33,0.0387,24,1219.97,4.1,625,0.6,340,0,0
2024-02-19,8,LE-UNIF-K-POLO,Uniforms,Kids,TargetPlus,FBA,White,M,18.02,0.24,None,12.61,3955,26,0.0365,27,369.68,4.16,182,0.738,298,0,0
2024-02-19,8,LE-UNIF-K-SKIRT,Uniforms,Kids,Amazon,FBA,Khaki,L,26.59,0.32,DealOfDay,22.69,4877,44,0.0385,63,1139.73,4.12,926,0.769,419,0,0
2024-02-20,8,LE-APP-M-OXFORD,Apparel,Men,Amazon,FBA,Green,XS,63.98,0.184,None,38.49,5899,55,0.0423,13,678.38,4.46,836,0.79,432,0,0
2024-02-20,8,LE-APP-M-POLO,Apparel,Men,Walmart,Seller,Khaki,L,35.59,0.124,None,24.52,4869,43,0.0394,24,748.15,4.34,16,0.718,381,0,0
2024-02-20,8,LE-APP-W-CARDI,Apparel,Women,Amazon,Seller,Gray,XL,59.7,0.107,None,39.89,5890,69,0.0352,11,586.66,4.14,933,0.892,287,0,0
2024-02-20,8,LE-APP-W-CHINO,Apparel,Women,Walmart,FBA,Gray,XL,80.09,0.124,Coupon,54.13,5818,75,0.0389,18,1263.29,4.27,290,0.907,403,0,0
2024-02-20,8,LE-FOOT-M-BOOT,Footwear,Men,Amazon,FBA,Navy,XS,134.5,0.131,Coupon,26.63,5278,54,0.0355,15,1753.36,4.38,716,1.027,482,0,0
2024-02-20,8,LE-FOOT-W-SNEAK,Footwear,Women,Walmart,Seller,Green,XL,71.92,0.131,None,36.49,5389,50,0.036,14,874.88,4.17,441,0.904,403,0,0
2024-02-20,8,LE-HOME-BEDDNG,Home,Unisex,TargetPlus,FBA,Navy,L,152.46,0.193,None,49.91,5684,47,0.0396,3,369.05,4.32,221,0.799,406,0,0
2024-02-20,8,LE-HOME-BTOWEL,Home,Unisex,TargetPlus,FBA,Blue,L,29.04,0.2,None,17.85,4159,31,0.0372,34,790.16,4.21,134,0.844,547,0,0
2024-02-20,8,LE-OUT-M-PARKA,Outerwear,Men,Amazon,FBA,Khaki,M,192.26,0.261,Coupon,37.54,9533,131,0.0374,14,1988.76,4.15,1066,0.714,337,0,0
2024-02-20,8,LE-OUT-W-DOWN,Outerwear,Women,Walmart,FBA,Khaki,S,237.11,0.084,Coupon,18.85,7925,103,0.0323,16,3474.92,4.21,9,0.966,279,0,0
2024-02-20,8,LE-SWIM-M-TRUNK,Swimwear,Men,Amazon,Seller,Navy,S,51.06,0.201,LightningDeal,29.13,3509,65,0.0398,27,1100.95,4.25,851,0.884,362,0,0
2024-02-20,8,LE-SWIM-W-ONEPC,Swimwear,Women,Amazon,FBA,Navy,M,90.09,0.259,None,45.37,4195,60,0.0361,21,1402.14,4.13,718,0.708,564,0,0
2024-02-20,8,LE-UNIF-K-POLO,Uniforms,Kids,Amazon,FBA,Navy,XS,18.19,0.104,None,36.15,5903,49,0.0365,47,766.19,4.2,778,0.812,493,0,0
2024-02-20,8,LE-UNIF-K-SKIRT,Uniforms,Kids,Amazon,Seller,Green,XL,23.36,0.263,LightningDeal,22.59,4711,42,0.0402,68,1170.94,4.25,893,0.635,340,0,0
2024-02-21,8,LE-APP-M-OXFORD,Apparel,Men,TargetPlus,Seller,Blue,S,71.74,0.176,None,15.3,4543,52,0.0367,8,472.63,4.19,234,0.9,385,0,0
2024-02-21,8,LE-APP-M-POLO,Apparel,Men,Amazon,FBA,Green,XS,41.09,0.109,DealOfDay,14.66,3897,42,0.0335,37,1354.11,4.19,655,0.959,576,0,0
2024-02-21,8,LE-APP-W-CARDI,Apparel,Women,TargetPlus,Seller,Black,S,59.67,0.243,Coupon,23.81,4786,61,0.038,24,1084.64,4.19,45,0.833,217,0,0
2024-02-21,8,LE-APP-W-CHINO,Apparel,Women,TargetPlus,Seller,Blue,XL,73.55,0.127,Clearance,23.27,4809,51,0.0396,21,1347.79,4.19,231,0.795,535,0,0
2024-02-21,8,LE-FOOT-M-BOOT,Footwear,Men,TargetPlus,FBA,Khaki,XS,126.96,0.08,None,14.9,4039,53,0.0363,3,350.34,4.2,238,0.881,354,0,0
2024-02-21,8,LE-FOOT-W-SNEAK,Footwear,Women,Walmart,FBA,Khaki,XL,68.16,0.042,DealOfDay,18.65,4480,60,0.0332,14,913.99,4.2,381,0.974,426,0,0
2024-02-21,8,LE-HOME-BEDDNG,Home,Unisex,Amazon,FBA,Green,XS,165.28,0.126,LightningDeal,15.33,4306,34,0.0349,3,433.42,4.3,1012,1.017,341,0,0
2024-02-21,8,LE-HOME-BTOWEL,Home,Unisex,TargetPlus,FBA,Blue,XS,28.14,0.118,Coupon,13.75,4227,40,0.0372,21,521.33,4.19,128,0.908,404,0,0
2024-02-21,8,LE-OUT-M-PARKA,Outerwear,Men,TikTokShop,FBA,White,XS,205.2,0.14,LightningDeal,39.49,9083,119,0.0386,15,2646.14,4.21,246,0.925,181,0,0
2024-02-21,8,LE-OUT-W-DOWN,Outerwear,Women,Amazon,FBA,White,XS,233.97,0.125,None,41.33,9446,122,0.0376,11,2250.92,4.25,698,0.905,287,0,0
2024-02-21,8,LE-SWIM-M-TRUNK,Swimwear,Men,Amazon,FBA,White,XL,48.84,0.224,None,46.08,4048,59,0.036,33,1250.52,4.14,938,0.708,520,0,0
2024-02-21,8,LE-SWIM-W-ONEPC,Swimwear,Women,Amazon,FBA,Blue,M,89.81,0.377,Coupon,53.21,4497,64,0.0387,43,2404.11,4.18,749,0.669,422,0,0
2024-02-21,8,LE-UNIF-K-POLO,Uniforms,Kids,Walmart,Seller,Khaki,XL,16.84,0.126,None,14.84,4070,40,0.0357,24,353.32,4.16,130,0.852,411,0,0
2024-02-21,8,LE-UNIF-K-SKIRT,Uniforms,Kids,Amazon,FBA,Gray,M,22.52,0.155,None,31.47,5164,53,0.0387,35,665.98,4.29,863,0.75,426,0,0
2024-02-22,8,LE-APP-M-OXFORD,Apparel,Men,TikTokShop,FBA,Khaki,S,72.44,0.19,None,22.78,4874,46,0.0377,9,527.95,4.23,189,0.817,481,0,0
2024-02-22,8,LE-APP-M-POLO,Apparel,Men,Amazon,FBA,White,L,37.72,0.075,Coupon,77.51,6670,75,0.0362,20,697.62,4.15,535,0.923,473,0,0
2024-02-22,8,LE-APP-W-CARDI,Apparel,Women,Amazon,FBA,White,S,58.51,0.191,None,51.13,6042,65,0.0359,18,852.3,4.14,814,0.705,472,0,0
2024-02-22,8,LE-APP-W-CHINO,Apparel,Women,Amazon,Seller,Khaki,L,81.59,0.207,None,18.75,4187,35,0.0343,17,1100.4,4.06,726,0.798,313,0,0
2024-02-22,8,LE-FOOT-M-BOOT,Footwear,Men,Walmart,Seller,Blue,L,122.36,0.236,None,20.1,4153,38,0.0372,11,1027.94,4.19,305,0.727,267,0,0
2024-02-22,8,LE-FOOT-W-SNEAK,Footwear,Women,Amazon,FBA,Gray,M,65.75,0.244,Coupon,72.62,6564,91,0.038,15,745.99,4.19,816,0.774,351,0,0
2024-02-22,8,LE-HOME-BEDDNG,Home,Unisex,TargetPlus,Seller,Gray,L,145.17,0.206,LightningDeal,22.23,4916,41,0.0373,7,807.25,4.13,387,0.776,499,0,0
2024-02-22,8,LE-HOME-BTOWEL,Home,Unisex,Amazon,FBA,Gray,XS,27.34,0.23,LightningDeal,23.81,4938,56,0.0397,62,1305.22,4.23,989,0.706,332,0,0
2024-02-22,8,LE-OUT-M-PARKA,Outerwear,Men,Amazon,FBA,Navy,S,201.01,0.206,None,29.18,8277,113,0.0361,16,2553.08,4.15,721,0.774,121,0,0
2024-02-22,8,LE-OUT-W-DOWN,Outerwear,Women,Amazon,FBA,Khaki,L,232.19,0.08,None,17.0,7298,84,0.0369,9,1923.29,4.23,844,0.918,177,0,0
2024-02-22,8,LE-SWIM-M-TRUNK,Swimwear,Men,Amazon,Seller,Red,XL,47.63,0.262,None,52.91,3736,61,0.0367,26,914.24,4.16,723,0.711,292,0,0
2024-02-22,8,LE-SWIM-W-ONEPC,Swimwear,Women,TikTokShop,FBA,Blue,XL,83.67,0.3,None,20.75,2573,40,0.0357,27,1580.61,4.1,154,0.706,490,0,0
2024-02-22,8,LE-UNIF-K-POLO,Uniforms,Kids,Walmart,FBA,Red,XL,20.31,0.05,LightningDeal,28.03,5356,49,0.0316,20,386.08,4.14,10,1.046,566,0,0
