timestamp,shift,line_id,machine_id,product_code,batch_id,operator_id,operator_experience,days_since_maintenance,maintenance_status,target_temp_c,actual_temp_c,humidity_percent,pressure_bar,vibration_mm_s,line_speed_units_min,window_minutes,throughput_units,defect_rate_percent,scrap_kg,downtime_minutes,energy_kwh,ambient_temp_c,quality_alert
2025-11-06T07:33:55.475814,Day,L4,L4-M2,P-NYLON,B251106-831,OP-5,expert,40.3,overdue,73.6,73.5,49.0,5.4,4.68,141.2,12,1693,1.21,17.15,9.47,60.31,26.4,False
2025-11-06T07:45:55.475814,Day,L3,L3-M1,P-ABS,B251106-900,OP-5,expert,16.5,ok,73.0,73.0,42.3,5.74,3.17,134.6,13,1749,1.33,18.37,1.9,61.05,23.6,False
2025-11-06T07:49:55.475814,Day,L1,L1-M2,P-NYLON,B251106-157,OP-3,novice,25.5,due_soon,74.6,74.7,46.9,5.89,4.02,93.4,15,1400,1.69,28.12,5.48,56.04,23.6,False
2025-11-06T09:15:55.475814,Day,L2,L2-M3,P-ABS,B251106-364,OP-4,intermediate,17.5,ok,74.9,81.3,53.5,5.34,3.26,99.1,15,1486,3.39,56.19,5.44,59.72,23.0,True
2025-11-06T09:33:55.475814,Night,L1,L1-M1,P-PP,B251106-233,OP-2,intermediate,23.5,due_soon,75.2,75.3,52.4,5.95,2.64,122.3,10,1222,2.67,30.61,6.31,53.42,22.3,False
2025-11-06T09:58:55.475814,Swing,L3,L3-M3,P-ABS,B251106-636,OP-1,expert,6.9,ok,72.1,75.2,53.7,5.7,3.15,115.7,10,1156,0.89,6.49,4.3,52.34,25.3,False
2025-11-06T10:03:55.475814,Swing,L4,L4-M3,P-ABS,B251106-291,OP-4,intermediate,41.0,overdue,75.9,79.6,58.7,5.44,4.64,122.1,15,1831,4.62,81.4,10.05,64.65,24.7,False
2025-11-06T10:54:55.475814,Day,L1,L1-M4,P-ABS,B251106-308,OP-1,expert,0.0,ok,75.8,76.1,45.5,5.5,2.88,141.3,12,1695,1.53,17.63,3.22,61.26,26.8,False
2025-11-06T10:54:55.475814,Swing,L3,L3-M3,P-ABS,B251106-820,OP-1,expert,24.4,due_soon,74.3,74.2,43.2,5.71,3.52,133.7,10,1337,1.19,13.39,4.9,54.85,25.6,False
2025-11-06T11:13:55.475814,Day,L3,L3-M6,P-NYLON,B251106-282,OP-2,intermediate,5.3,ok,74.3,77.2,50.5,5.58,3.64,109.4,11,1203,2.09,29.58,3.5,53.79,26.2,False
2025-11-06T11:52:55.475814,Swing,L2,L2-M2,P-NYLON,B251106-949,OP-1,expert,19.7,ok,72.1,76.4,50.7,5.55,2.66,116.2,11,1278,1.55,13.48,3.58,54.68,25.9,False
2025-11-06T11:56:55.475814,Swing,L3,L3-M2,P-PEEK,B251106-219,OP-3,novice,10.6,ok,73.6,76.4,51.0,5.38,3.14,126.6,12,1519,2.85,49.36,4.59,58.54,25.1,False
2025-11-06T12:13:55.475814,Night,L3,L3-M2,P-PP,B251106-802,OP-4,intermediate,39.2,overdue,74.5,78.9,69.4,5.82,5.41,97.4,8,779,5.41,26.24,12.2,47.6,24.4,True
2025-11-06T12:35:55.475814,Day,L4,L4-M1,P-NYLON,B251106-641,OP-2,intermediate,0.0,ok,75.7,76.6,54.6,4.82,3.44,122.2,12,1466,1.7,19.97,5.18,57.77,27.2,False
2025-11-06T12:35:55.475814,Day,L1,L1-M3,P-PEEK,B251106-269,OP-3,novice,16.6,ok,72.0,72.1,55.4,4.95,3.6,107.7,14,1507,2.03,33.6,3.83,56.86,25.7,False
2025-11-06T12:46:55.475814,Swing,L3,L3-M6,P-PEEK,B251106-678,OP-2,intermediate,41.2,overdue,74.1,78.1,40.7,5.53,5.41,95.1,13,1235,3.74,48.29,8.78,54.61,26.0,True
2025-11-06T13:28:55.475814,Swing,L2,L2-M2,P-ABS,B251106-962,OP-3,novice,10.6,ok,73.9,75.3,46.1,5.72,3.15,95.1,12,1140,2.27,21.08,3.57,52.12,25.4,False
2025-11-06T13:33:55.475814,Day,L1,L1-M3,P-ABS,B251106-927,OP-3,novice,33.5,overdue,73.6,79.1,51.3,5.53,5.76,105.4,10,1053,4.63,31.95,11.97,52.03,29.6,True
2025-11-06T14:34:55.475814,Night,L1,L1-M3,P-NYLON,B251106-401,OP-1,expert,27.3,due_soon,74.7,76.9,44.6,5.47,3.89,129.9,8,1039,2.19,22.38,6.42,51.03,24.3,False
2025-11-06T14:48:55.475814,Day,L3,L3-M3,P-PEEK,B251106-257,OP-1,expert,0.1,ok,73.0,74.3,53.1,5.77,2.91,119.5,13,1553,1.12,12.41,2.4,58.36,27.4,False
2025-11-06T16:17:55.475814,Day,L1,L1-M2,P-PP,B251106-670,OP-1,expert,45.0,overdue,72.2,76.8,54.7,5.2,5.76,92.2,9,830,2.87,25.89,12.7,47.67,23.9,True
2025-11-06T16:52:55.475814,Night,L4,L4-M2,P-PP,B251106-920,OP-4,intermediate,34.0,overdue,75.4,78.9,56.0,4.77,4.25,110.6,13,1437,4.24,40.32,11.78,58.12,22.2,False
2025-11-06T17:07:55.475814,Day,L4,L4-M2,P-ABS,B251106-538,OP-1,expert,8.4,ok,72.4,71.0,48.1,5.25,4.02,94.5,9,850,0.92,7.58,4.81,45.96,23.4,False
2025-11-06T17:29:55.475814,Night,L4,L4-M1,P-NYLON,B251106-482,OP-2,intermediate,16.3,ok,75.9,74.1,66.4,5.28,3.45,113.9,11,1252,2.51,29.8,5.6,53.48,23.5,False
2025-11-06T18:06:55.475814,Swing,L1,L1-M2,P-NYLON,B251106-801,OP-5,expert,0.2,ok,75.7,75.4,37.9,4.85,2.98,104.3,9,938,1.22,12.1,5.47,48.92,20.9,False
2025-11-06T18:20:55.475814,Day,L1,L1-M4,P-ABS,B251106-257,OP-3,novice,27.2,due_soon,73.9,74.7,35.4,5.39,3.72,115.0,11,1265,2.24,23.53,4.64,53.9,25.0,False
2025-11-06T18:33:55.475814,Day,L2,L2-M6,P-PEEK,B251106-671,OP-5,expert,10.8,ok,75.7,79.9,37.9,5.07,3.77,110.0,15,1649,2.25,32.66,2.38,61.88,22.7,False
2025-11-06T18:39:55.475814,Day,L3,L3-M3,P-ABS,B251106-317,OP-5,expert,22.1,ok,75.6,76.8,50.6,5.51,3.28,131.6,15,1974,1.66,36.86,3.65,65.96,25.2,False
2025-11-06T20:10:55.475814,Day,L4,L4-M5,P-PEEK,B251106-600,OP-4,intermediate,32.5,overdue,74.2,79.4,42.5,6.38,4.43,97.6,9,878,4.13,41.18,8.79,49.35,23.5,False
2025-11-06T21:14:55.475814,Swing,L2,L2-M3,P-ABS,B251106-569,OP-4,intermediate,28.5,due_soon,73.9,75.3,53.4,5.12,3.16,118.4,13,1539,1.86,27.45,6.08,58.49,25.5,False
2025-11-06T21:58:55.475814,Day,L2,L2-M1,P-ABS,B251106-554,OP-4,intermediate,20.4,ok,74.2,77.9,38.0,6.01,3.12,110.6,13,1438,2.24,27.15,4.29,57.77,23.2,False
2025-11-06T22:07:55.475814,Night,L2,L2-M6,P-ABS,B251106-425,OP-2,intermediate,23.2,due_soon,72.2,74.8,49.0,6.12,3.73,116.9,13,1519,2.27,21.4,7.88,58.01,25.1,False
2025-11-07T01:01:55.475814,Swing,L4,L4-M1,P-ABS,B251107-565,OP-4,intermediate,0.0,ok,74.6,79.1,45.7,5.51,3.45,143.6,8,1148,3.17,42.41,2.53,53.58,28.1,False
2025-11-07T01:10:55.475814,Night,L3,L3-M2,P-PP,B251107-524,OP-3,novice,12.8,ok,73.2,73.4,52.1,5.38,2.76,125.1,14,1750,2.41,38.74,3.07,61.19,21.3,False
2025-11-07T01:28:55.475814,Night,L3,L3-M1,P-PEEK,B251107-619,OP-3,novice,21.9,ok,73.6,73.2,66.2,6.23,3.49,110.1,14,1541,3.86,50.57,5.33,57.78,25.3,False
2025-11-07T02:32:55.475814,Day,L4,L4-M2,P-NYLON,B251107-187,OP-4,intermediate,22.8,ok,74.2,73.2,58.8,5.72,3.29,127.9,9,1151,1.35,17.18,3.6,51.55,25.9,False
2025-11-07T03:11:55.475814,Night,L4,L4-M2,P-ABS,B251107-603,OP-5,expert,10.9,ok,74.5,80.3,41.4,5.3,3.55,117.0,15,1754,3.28,37.62,6.36,63.67,22.2,True
2025-11-07T03:26:55.475814,Day,L1,L1-M5,P-ABS,B251107-624,OP-1,expert,28.2,due_soon,73.3,71.8,56.3,5.5,4.02,124.8,11,1372,1.17,16.72,6.14,54.6,30.5,False
2025-11-07T03:28:55.475814,Day,L2,L2-M2,P-ABS,B251107-618,OP-2,intermediate,12.0,ok,73.3,72.5,54.1,5.8,3.51,101.1,15,1517,1.35,23.39,2.11,57.15,27.2,False
2025-11-07T04:22:55.475814,Day,L4,L4-M1,P-PEEK,B251107-241,OP-4,intermediate,0.0,ok,73.9,73.1,46.2,5.35,3.39,118.0,14,1652,1.16,12.96,4.69,59.53,25.0,False
2025-11-07T05:17:55.475814,Night,L3,L3-M6,P-PP,B251107-993,OP-3,novice,34.6,overdue,73.3,78.9,46.4,5.29,4.98,115.9,12,1391,4.94,58.55,11.23,57.37,25.1,False
2025-11-07T06:31:55.475814,Swing,L2,L2-M6,P-ABS,B251107-539,OP-3,novice,4.0,ok,74.9,76.1,33.1,5.2,3.44,113.4,8,907,2.53,23.03,1.99,48.65,22.2,False
2025-11-07T06:44:55.475814,Day,L4,L4-M1,P-ABS,B251107-715,OP-2,intermediate,4.5,ok,73.4,71.9,48.3,5.65,3.65,120.7,12,1448,1.1,16.24,3.69,55.84,28.8,False
2025-11-07T06:54:55.475814,Day,L4,L4-M3,P-ABS,B251107-943,OP-2,intermediate,16.1,ok,74.9,75.7,72.1,5.51,3.56,117.4,15,1760,2.85,42.52,4.25,62.16,26.9,False
2025-11-07T07:43:55.475814,Swing,L3,L3-M6,P-PP,B251107-979,OP-5,expert,4.4,ok,74.3,81.2,47.2,5.48,2.35,118.0,12,1416,3.43,37.7,5.92,58.58,27.1,True
2025-11-07T09:22:55.475814,Day,L2,L2-M1,P-PP,B251107-198,OP-4,intermediate,16.1,ok,75.8,73.9,56.2,5.64,1.74,102.9,13,1338,1.2,16.33,3.43,54.78,27.4,False
2025-11-07T10:58:55.475814,Swing,L3,L3-M1,P-PEEK,B251107-730,OP-1,expert,25.8,due_soon,72.3,71.4,36.5,5.77,3.52,115.3,12,1383,1.19,13.86,5.72,54.63,26.9,False
2025-11-07T11:08:55.475814,Night,L1,L1-M5,P-PEEK,B251107-397,OP-3,novice,30.1,overdue,72.9,77.1,47.1,5.33,4.72,104.3,14,1460,4.43,46.48,11.67,57.86,22.5,False
2025-11-07T11:25:55.475814,Day,L1,L1-M6,P-PEEK,B251107-781,OP-1,expert,14.8,ok,73.3,71.0,53.2,5.45,3.08,143.0,10,1429,0.82,7.64,2.26,55.22,25.9,False
2025-11-07T11:31:55.475814,Swing,L2,L2-M1,P-PP,B251107-217,OP-4,intermediate,17.0,ok,73.2,74.0,49.3,5.16,3.46,105.5,11,1160,1.6,15.5,3.16,51.97,22.1,False
2025-11-07T11:55:55.475814,Day,L1,L1-M4,P-NYLON,B251107-508,OP-4,intermediate,40.7,overdue,74.1,73.2,47.6,5.7,4.64,128.9,15,1933,2.47,40.78,9.59,64.06,32.0,False
2025-11-07T12:11:55.475814,Swing,L2,L2-M4,P-NYLON,B251107-949,OP-4,intermediate,14.8,ok,75.3,79.8,54.6,4.6,3.36,98.4,14,1377,3.27,49.59,3.8,57.47,27.4,False
2025-11-07T12:15:55.475814,Swing,L3,L3-M1,P-PP,B251107-594,OP-2,intermediate,30.1,overdue,74.5,73.8,29.5,5.5,4.54,91.9,9,827,2.44,18.33,9.77,46.57,20.3,False
2025-11-07T13:59:55.475814,Swing,L4,L4-M4,P-NYLON,B251107-170,OP-1,expert,2.0,ok,72.4,73.8,51.1,5.47,3.04,119.1,10,1190,0.95,8.12,4.74,52.38,25.3,False
2025-11-07T14:06:55.475814,Day,L4,L4-M6,P-PP,B251107-923,OP-2,intermediate,9.4,ok,73.8,73.3,50.6,4.98,2.98,122.1,15,1831,1.28,23.35,3.68,62.48,27.3,False
2025-11-07T14:11:55.475814,Day,L3,L3-M1,P-ABS,B251107-694,OP-2,intermediate,11.5,ok,74.4,77.3,54.6,5.17,3.89,97.9,12,1174,2.37,25.73,2.8,53.34,30.7,False
2025-11-07T14:34:55.475814,Swing,L4,L4-M2,P-NYLON,B251107-218,OP-5,expert,37.9,overdue,75.3,74.2,55.0,5.53,4.71,106.0,13,1378,1.69,24.0,9.2,55.51,26.6,False
2025-11-07T15:04:55.475814,Day,L1,L1-M5,P-ABS,B251107-530,OP-4,intermediate,7.4,ok,72.2,78.6,50.2,5.66,3.1,122.4,12,1468,2.41,34.64,2.8,58.51,26.8,False
2025-11-07T15:38:55.475814,Swing,L1,L1-M4,P-ABS,B251107-360,OP-5,expert,31.5,overdue,72.8,74.0,43.7,5.3,5.41,125.8,12,1509,2.26,37.71,11.22,57.56,20.5,True
2025-11-07T16:36:55.475814,Night,L2,L2-M2,P-PEEK,B251107-178,OP-1,expert,31.2,overdue,73.5,73.0,60.2,5.68,5.21,114.4,12,1372,2.75,28.62,11.29,54.99,23.7,True
2025-11-07T18:11:55.475814,Night,L1,L1-M5,P-ABS,B251107-289,OP-1,expert,14.0,ok,72.4,70.9,47.7,5.94,3.68,115.3,14,1614,1.16,17.28,2.92,58.13,21.7,False
2025-11-07T18:19:55.475814,Day,L2,L2-M6,P-NYLON,B251107-399,OP-4,intermediate,31.1,overdue,73.4,72.5,57.3,5.82,4.82,120.8,11,1328,2.29,31.96,9.2,54.15,20.8,False
2025-11-07T18:28:55.475814,Day,L4,L4-M3,P-PP,B251107-884,OP-3,novice,12.9,ok,74.8,73.8,53.4,5.19,3.58,115.7,9,1041,2.29,17.22,4.47,49.99,26.8,False
2025-11-07T18:40:55.475814,Day,L2,L2-M1,P-NYLON,B251107-377,OP-3,novice,15.5,ok,75.1,74.9,59.3,5.35,3.0,115.0,14,1610,2.19,30.59,0.3,59.49,21.5,False
2025-11-07T18:41:55.475814,Night,L4,L4-M6,P-ABS,B251107-483,OP-4,intermediate,31.5,overdue,72.2,75.4,50.9,5.6,4.26,98.8,13,1284,3.12,41.33,9.99,54.42,27.3,False
2025-11-07T19:53:55.475814,Swing,L2,L2-M4,P-ABS,B251107-477,OP-1,expert,7.8,ok,75.4,75.4,49.2,5.69,3.67,135.0,11,1484,0.98,13.6,3.18,57.65,18.0,False
2025-11-07T19:53:55.475814,Night,L2,L2-M4,P-ABS,B251107-795,OP-2,intermediate,17.1,ok,72.9,73.3,54.4,5.57,2.82,107.4,8,859,1.79,9.74,4.59,46.92,24.9,False
2025-11-07T20:42:55.475814,Night,L3,L3-M1,P-PP,B251107-517,OP-1,expert,22.2,ok,73.7,71.7,50.1,5.35,3.39,121.6,11,1338,1.73,22.6,3.78,53.99,30.0,False
2025-11-07T21:53:55.475814,Night,L2,L2-M5,P-PP,B251107-470,OP-4,intermediate,2.3,ok,72.4,73.6,46.4,5.87,3.45,130.8,11,1439,1.89,16.84,4.02,56.27,22.5,False
2025-11-07T21:59:55.475814,Day,L4,L4-M4,P-ABS,B251107-906,OP-1,expert,16.5,ok,74.7,74.9,46.5,5.43,2.16,138.3,14,1935,0.64,8.75,2.37,64.69,28.5,False
2025-11-07T22:05:55.475814,Swing,L2,L2-M6,P-ABS,B251107-667,OP-1,expert,16.4,ok,73.2,72.5,42.1,5.48,2.68,132.3,15,1984,1.02,16.11,3.52,64.62,22.2,False
2025-11-07T22:23:55.475814,Swing,L2,L2-M6,P-NYLON,B251107-623,OP-2,intermediate,19.4,ok,74.9,78.3,44.8,5.4,3.78,125.3,15,1879,2.81,43.94,4.89,64.99,18.1,False
2025-11-07T23:39:55.475814,Night,L1,L1-M6,P-ABS,B251107-742,OP-1,expert,27.7,due_soon,75.2,78.8,49.4,5.34,3.74,120.9,13,1571,2.89,45.91,7.75,60.23,22.7,False
2025-11-07T23:57:55.475814,Night,L4,L4-M3,P-ABS,B251107-580,OP-2,intermediate,15.4,ok,73.3,70.9,54.6,5.72,2.6,142.8,13,1856,1.72,30.82,5.49,62.02,26.4,False
2025-11-08T00:14:55.475814,Swing,L2,L2-M1,P-NYLON,B251108-761,OP-5,expert,24.2,due_soon,74.9,75.9,56.1,5.06,3.04,128.0,12,1536,1.18,19.42,5.53,58.64,25.0,False
2025-11-08T01:50:55.475814,Swing,L3,L3-M4,P-NYLON,B251108-625,OP-2,intermediate,27.3,due_soon,73.7,72.3,54.8,4.85,2.47,133.8,11,1471,1.58,19.26,6.68,56.35,29.0,False
2025-11-08T02:30:55.475814,Night,L2,L2-M4,P-NYLON,B251108-157,OP-1,expert,6.7,ok,75.6,78.9,54.9,5.33,3.31,121.6,10,1215,2.59,20.73,4.31,54.56,20.6,False
2025-11-08T03:25:55.475814,Day,L3,L3-M5,P-PEEK,B251108-254,OP-2,intermediate,21.9,ok,75.6,76.1,33.3,5.34,3.15,132.0,8,1055,1.71,17.62,2.45,51.02,27.1,False
2025-11-08T03:35:55.475814,Swing,L4,L4-M3,P-PEEK,B251108-169,OP-2,intermediate,25.4,due_soon,73.4,70.2,54.5,5.5,3.49,112.6,15,1688,1.32,18.76,5.84,59.09,23.8,False
2025-11-08T03:58:55.475814,Swing,L1,L1-M6,P-ABS,B251108-790,OP-2,intermediate,7.7,ok,73.0,75.2,44.5,5.75,2.88,121.7,12,1459,1.41,13.73,4.61,57.18,26.8,False
2025-11-08T04:12:55.475814,Day,L4,L4-M5,P-ABS,B251108-640,OP-5,expert,29.2,due_soon,72.2,73.1,43.2,5.32,2.95,136.3,12,1636,1.1,13.79,5.69,59.26,26.9,False
2025-11-08T04:16:55.475814,Day,L4,L4-M2,P-PP,B251108-814,OP-5,expert,25.1,due_soon,72.2,73.5,61.0,5.2,4.05,148.6,15,2229,1.27,17.9,5.66,68.88,26.6,False
2025-11-08T05:35:55.475814,Day,L3,L3-M5,P-PP,B251108-881,OP-3,novice,24.2,due_soon,75.1,75.5,50.3,5.15,3.58,116.3,9,1047,2.06,25.89,6.65,50.68,26.4,False
2025-11-08T06:33:55.475814,Day,L2,L2-M1,P-PEEK,B251108-760,OP-2,intermediate,0.0,ok,75.5,76.6,41.6,5.58,3.35,123.9,9,1115,1.8,19.88,3.13,52.14,32.0,False
2025-11-08T06:45:55.475814,Swing,L3,L3-M1,P-PEEK,B251108-643,OP-5,expert,16.5,ok,73.3,73.5,66.9,5.96,3.22,116.6,15,1748,1.81,34.6,2.27,61.19,19.4,False
2025-11-08T07:15:55.475814,Day,L3,L3-M2,P-ABS,B251108-528,OP-4,intermediate,1.4,ok,74.0,73.2,48.3,5.96,2.11,121.8,12,1461,1.34,20.1,2.74,56.51,25.1,False
2025-11-08T07:18:55.475814,Day,L2,L2-M2,P-PEEK,B251108-294,OP-1,expert,2.1,ok,75.9,77.7,37.2,5.54,4.33,100.4,13,1304,1.55,24.09,3.8,55.57,24.7,False
2025-11-08T08:06:55.475814,Day,L4,L4-M3,P-ABS,B251108-191,OP-5,expert,7.5,ok,74.4,73.1,49.0,5.39,3.13,121.2,14,1697,0.53,7.38,3.42,60.23,24.3,False
2025-11-08T08:37:55.475814,Swing,L2,L2-M3,P-PEEK,B251108-293,OP-5,expert,0.0,ok,73.4,74.6,49.6,5.0,3.41,138.1,10,1381,1.38,17.04,4.11,55.7,23.8,False
2025-11-08T08:50:55.475814,Day,L4,L4-M2,P-PP,B251108-311,OP-5,expert,0.0,ok,75.5,76.7,50.7,5.61,3.02,108.5,15,1626,1.12,20.57,3.1,60.39,23.1,False
2025-11-08T09:21:55.475814,Night,L3,L3-M3,P-ABS,B251108-235,OP-4,intermediate,16.3,ok,72.4,73.4,54.5,5.31,2.97,127.6,11,1403,1.81,16.97,4.37,55.66,25.7,False
2025-11-08T09:37:55.475814,Night,L1,L1-M5,P-PP,B251108-347,OP-4,intermediate,8.1,ok,73.2,72.5,55.8,5.55,3.74,129.0,11,1419,1.79,19.36,4.6,55.58,20.5,False
2025-11-08T09:47:55.475814,Night,L1,L1-M5,P-PP,B251108-154,OP-3,novice,2.3,ok,74.4,75.5,49.2,5.55,3.49,126.6,15,1898,2.89,58.82,4.11,64.29,28.3,False
2025-11-08T10:13:55.475814,Night,L1,L1-M1,P-ABS,B251108-286,OP-5,expert,0.0,ok,72.9,72.2,54.5,4.92,3.56,133.9,11,1473,1.36,14.88,4.71,56.34,22.7,False
2025-11-08T11:24:55.475814,Swing,L2,L2-M6,P-ABS,B251108-757,OP-5,expert,9.9,ok,75.5,75.3,53.8,5.56,3.66,116.2,13,1509,0.94,12.69,1.87,58.03,22.8,False
2025-11-08T12:06:55.475814,Swing,L3,L3-M4,P-NYLON,B251108-836,OP-2,intermediate,29.4,due_soon,72.9,71.7,37.1,5.82,4.55,94.3,12,1131,2.16,24.13,5.85,50.71,22.9,False
2025-11-08T12:37:55.475814,Swing,L3,L3-M6,P-ABS,B251108-933,OP-5,expert,32.6,overdue,75.8,80.7,57.7,5.45,4.08,131.7,9,1185,3.99,34.51,10.83,54.71,23.4,True
2025-11-08T13:03:55.475814,Day,L4,L4-M6,P-PEEK,B251108-509,OP-1,expert,11.3,ok,72.8,70.7,63.2,5.45,3.29,127.9,11,1406,1.82,27.7,4.46,54.75,26.9,False
2025-11-08T13:37:55.475814,Swing,L4,L4-M2,P-NYLON,B251108-970,OP-4,intermediate,24.7,due_soon,73.0,73.9,43.9,5.44,2.28,132.6,15,1989,1.65,35.47,7.07,65.21,27.9,False
2025-11-08T14:28:55.475814,Day,L1,L1-M5,P-PEEK,B251108-192,OP-2,intermediate,7.7,ok,72.5,76.7,50.5,5.14,2.64,130.6,11,1436,2.11,18.26,4.71,57.31,25.9,False
2025-11-08T16:18:55.475814,Day,L1,L1-M6,P-PEEK,B251108-469,OP-3,novice,14.1,ok,72.3,73.8,35.3,5.94,3.34,131.3,11,1444,1.98,33.84,3.08,56.44,23.1,False
2025-11-08T16:40:55.475814,Swing,L4,L4-M3,P-PP,B251108-614,OP-1,expert,8.9,ok,74.4,74.3,55.8,6.18,3.77,107.4,12,1289,1.07,8.63,3.32,54.14,20.9,False
2025-11-08T17:45:55.475814,Night,L2,L2-M2,P-PEEK,B251108-395,OP-1,expert,7.0,ok,74.9,76.4,55.5,5.43,3.3,151.8,13,1973,1.59,25.1,3.87,65.83,23.9,False
2025-11-08T18:40:55.475814,Day,L3,L3-M3,P-ABS,B251108-638,OP-4,intermediate,0.0,ok,75.3,75.6,46.4,4.86,3.77,132.6,11,1458,1.28,19.5,2.53,57.3,26.0,False
2025-11-08T19:37:55.475814,Swing,L1,L1-M6,P-PEEK,B251108-408,OP-2,intermediate,21.0,ok,72.4,72.2,43.9,5.6,3.5,109.9,11,1208,1.4,10.57,4.4,52.11,28.3,False
2025-11-08T19:45:55.475814,Night,L4,L4-M3,P-PP,B251108-620,OP-5,expert,3.7,ok,73.5,73.2,46.8,5.8,2.4,105.2,10,1052,1.01,10.03,3.77,49.95,25.4,False
2025-11-08T20:45:55.475814,Day,L1,L1-M1,P-PEEK,B251108-416,OP-3,novice,1.6,ok,75.2,76.8,47.4,5.81,2.88,97.1,10,970,2.34,24.41,2.18,49.9,29.0,False
2025-11-08T20:47:55.475814,Night,L1,L1-M2,P-NYLON,B251108-585,OP-3,novice,22.4,ok,73.4,71.8,61.3,5.57,3.08,94.9,9,854,2.9,26.13,4.6,46.31,22.6,False
2025-11-08T20:50:55.475814,Swing,L2,L2-M6,P-ABS,B251108-918,OP-5,expert,13.7,ok,73.0,74.0,56.0,5.27,3.67,145.6,13,1893,1.03,21.17,4.81,63.7,25.5,False
2025-11-08T21:22:55.475814,Day,L4,L4-M6,P-ABS,B251108-395,OP-3,novice,6.8,ok,75.4,73.8,48.0,5.47,3.15,108.2,15,1623,1.92,19.21,3.53,59.31,24.0,False
2025-11-08T21:29:55.475814,Night,L4,L4-M6,P-NYLON,B251108-200,OP-2,intermediate,23.1,due_soon,75.6,75.3,55.5,5.75,3.84,80.0,11,880,2.05,16.01,6.47,47.93,24.4,False
2025-11-08T22:25:55.475814,Swing,L4,L4-M5,P-PP,B251108-139,OP-2,intermediate,8.1,ok,73.1,72.9,49.3,5.8,3.11,117.5,13,1527,1.46,18.32,3.34,57.47,25.3,False
2025-11-08T22:26:55.475814,Swing,L4,L4-M1,P-ABS,B251108-252,OP-5,expert,23.2,due_soon,72.3,71.0,56.9,5.71,4.09,111.4,13,1447,1.13,16.87,5.59,55.52,26.5,False
2025-11-08T22:41:55.475814,Swing,L1,L1-M6,P-PP,B251108-776,OP-2,intermediate,17.0,ok,75.9,74.1,41.2,5.28,3.59,125.1,15,1876,1.56,32.46,3.28,63.45,25.8,False
2025-11-08T22:47:55.475814,Day,L1,L1-M1,P-NYLON,B251108-407,OP-4,intermediate,22.8,ok,72.8,72.2,48.1,5.79,2.66,135.3,10,1353,1.2,11.93,3.57,54.42,29.0,False
2025-11-08T22:49:55.475814,Night,L4,L4-M4,P-ABS,B251108-651,OP-2,intermediate,25.4,due_soon,74.6,78.4,48.8,5.2,3.8,132.3,12,1588,3.16,39.89,4.58,60.34,21.8,False
2025-11-08T22:57:55.475814,Day,L2,L2-M5,P-PP,B251108-386,OP-2,intermediate,21.0,ok,74.0,76.4,50.8,6.02,4.13,110.9,14,1552,1.8,24.3,4.45,59.1,29.6,False
2025-11-08T23:30:55.475814,Swing,L4,L4-M3,P-PEEK,B251108-688,OP-2,intermediate,6.2,ok,74.9,82.3,47.3,5.53,3.44,129.8,15,1947,4.16,57.06,5.08,67.45,26.7,True
2025-11-08T23:42:55.475814,Night,L4,L4-M2,P-NYLON,B251108-934,OP-2,intermediate,34.7,overdue,74.4,73.4,55.1,5.13,4.65,91.9,15,1378,2.79,37.51,9.36,55.25,28.1,False
2025-11-09T00:17:55.475814,Day,L1,L1-M3,P-NYLON,B251109-323,OP-3,novice,4.2,ok,72.6,73.8,45.9,5.67,2.86,108.0,15,1619,2.32,40.94,1.4,59.25,27.0,False
2025-11-09T00:53:55.475814,Swing,L2,L2-M1,P-ABS,B251109-515,OP-3,novice,11.3,ok,74.8,73.2,43.0,6.06,2.71,116.1,10,1161,2.09,28.87,3.65,51.7,22.9,False
2025-11-09T01:05:55.475814,Day,L1,L1-M3,P-ABS,B251109-909,OP-3,novice,5.3,ok,72.3,72.1,59.1,5.91,2.67,146.9,10,1468,2.02,31.63,2.16,56.23,26.3,False
2025-11-09T02:05:55.475814,Day,L1,L1-M1,P-PP,B251109-728,OP-5,expert,0.0,ok,74.5,78.4,57.3,5.88,2.95,140.9,9,1268,2.22,25.34,3.64,55.23,22.4,False
2025-11-09T02:45:55.475814,Swing,L1,L1-M2,P-ABS,B251109-215,OP-4,intermediate,0.6,ok,73.8,78.4,50.6,5.35,3.44,130.0,9,1169,2.72,27.69,1.93,53.65,22.0,False
2025-11-09T03:01:55.475814,Night,L1,L1-M4,P-ABS,B251109-960,OP-5,expert,25.6,due_soon,73.7,72.8,63.1,5.37,3.8,116.3,11,1279,2.21,20.2,8.43,53.45,21.0,False
2025-11-09T04:27:55.475814,Swing,L4,L4-M4,P-ABS,B251109-750,OP-1,expert,4.9,ok,73.7,72.3,52.5,5.65,2.88,151.1,8,1208,1.21,10.2,3.21,52.16,22.1,False
2025-11-09T05:43:55.475814,Day,L1,L1-M3,P-NYLON,B251109-481,OP-5,expert,4.8,ok,73.0,73.1,50.5,5.44,2.65,145.8,9,1312,1.01,12.12,4.12,54.07,29.1,False
2025-11-09T05:44:55.475814,Day,L4,L4-M1,P-ABS,B251109-919,OP-2,intermediate,42.8,overdue,75.0,78.7,50.9,5.58,5.7,98.9,12,1187,4.03,33.66,11.82,54.05,21.6,True
